Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
India,IND,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,85.8156028369,100,110.7771733203,114.1695439796,117.2368686015,131.6677273044,132.5432946094,127.6099213609,127.737915264,131.0888574272,..,..
India,IND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,85661435000,101130392000,159525523000,204057533000,227113500000,256312230000,291650553000,336845295000,395071128000,427561868000,..,..
India,IND,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,34.8702407528193,17.5480601499062,8.63523687745522,15.5910154076632,9.65799054529185,6.01841073901103,6.81923232561235,6.42518171515916,6.78252045960974,8.5858555178529,..,..
India,IND,Net migration,SM.POP.NETM,..,..,..,-2978380,..,..,..,..,-2294049,..,..,..
India,IND,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,2383739990,12883465820,28333642279.8541,37216755275.2503,49977276916.3209,49203912008.5506,53479960083.2432,62499075444.7366,68820517837.6536,69970360846.7858,70388642796.5471,..
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,236690000,3584217307.18756,20029119267,25227740886.6819,43406277075.8109,35581372929.6642,27396885033.7838,36498654597.8589,23995685014.2142,28153031270.3203,34410758384.112,..
India,IND,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1398930000,1372840000,1384300000,1390500000,2117070000,2500390000,2806360000,3228250000,1667630000,2435680000,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/18/2015,,,,,,,,,,,,,,,
